user_id,recency_days,frequency,monetary,surge_exposure,R_score,F_score,M_score,S_score,RFMS,RFMS_score,riders_segment,weighted_score
R02941,24,19,301.23,0.21052631578947367,2,2,2,1,2221,7,At Risk Riders,1.9
R02942,13,21,340.06,0.2857142857142857,3,3,3,2,3332,11,Active Riders,2.9
R02943,18,21,328.72,0.19047619047619047,2,3,3,1,2331,9,At Risk Riders,2.4
R02944,14,18,291.57,0.4444444444444444,2,2,2,4,2224,10,Active Riders,2.2
R02945,20,8,139.64,0.625,2,1,1,4,2114,8,At Risk Riders,1.7
R02946,36,13,188.23000000000002,0.3076923076923077,1,1,1,2,1112,5,Dormant Riders,1.1
R02947,12,25,380.85,0.28,3,4,4,2,3442,13,Active Riders,3.4
R02948,1,26,378.59000000000003,0.3076923076923077,4,4,4,2,4442,14,Champions,3.8
R02949,20,21,313.96,0.3333333333333333,2,3,3,2,2332,10,Active Riders,2.5
R02950,9,23,300.39,0.43478260869565216,3,3,2,4,3324,12,Active Riders,2.9
R02951,13,28,483.56,0.35714285714285715,3,4,4,3,3443,14,Champions,3.5
R02952,10,15,248.46,0.3333333333333333,3,1,1,2,3112,7,At Risk Riders,1.9
R02953,28,21,341.19,0.5238095238095238,1,3,3,4,1334,11,Active Riders,2.3
R02954,43,18,307.1,0.5,1,2,3,4,1234,10,Active Riders,2.0
R02955,52,23,351.55,0.34782608695652173,1,3,3,3,1333,10,Active Riders,2.2
R02956,14,18,274.75,0.3888888888888889,2,2,2,3,2223,9,At Risk Riders,2.1
R02957,23,21,311.71999999999997,0.23809523809523808,2,3,3,1,2331,9,At Risk Riders,2.4
R02958,33,23,344.21999999999997,0.391304347826087,1,3,3,3,1333,10,Active Riders,2.2
R02959,15,19,285.07,0.21052631578947367,2,2,2,1,2221,7,At Risk Riders,1.9
R02960,75,12,191.95,0.16666666666666666,1,1,1,1,1111,4,Dormant Riders,1.0
R02961,32,14,203.7,0.35714285714285715,1,1,1,3,1113,6,At Risk Riders,1.2
R02962,26,23,312.11,0.21739130434782608,2,3,3,1,2331,9,At Risk Riders,2.4
R02963,2,22,349.23,0.22727272727272727,4,3,3,1,4331,11,Active Riders,3.2
R02964,24,16,223.38,0.25,2,1,1,1,2111,5,Dormant Riders,1.4
R02965,29,21,275.16,0.19047619047619047,1,3,2,1,1321,7,At Risk Riders,1.8
R02966,17,21,353.95,0.23809523809523808,2,3,3,1,2331,9,At Risk Riders,2.4
R02967,11,24,423.52,0.2916666666666667,3,4,4,2,3442,13,Active Riders,3.4
R02968,40,22,418.13,0.36363636363636365,1,3,4,3,1343,11,Active Riders,2.4
R02969,18,20,312.95,0.3,2,2,3,2,2232,9,At Risk Riders,2.2
R02970,34,16,236.25,0.375,1,1,1,3,1113,6,At Risk Riders,1.2
R02971,15,23,422.27,0.391304347826087,2,3,4,3,2343,12,Active Riders,2.8
R02972,22,19,239.71,0.10526315789473684,2,2,1,1,2211,6,At Risk Riders,1.7
R02973,47,18,272.1,0.3888888888888889,1,2,2,3,1223,8,At Risk Riders,1.7
R02974,8,18,282.3,0.4444444444444444,3,2,2,4,3224,11,Active Riders,2.6
R02975,54,15,208.54,0.4,1,1,1,3,1113,6,At Risk Riders,1.2
R02976,15,18,265.82,0.3888888888888889,2,2,2,3,2223,9,At Risk Riders,2.1
R02977,6,18,221.84,0.1111111111111111,4,2,1,1,4211,8,At Risk Riders,2.5
R02978,9,11,175.17,0.2727272727272727,3,1,1,2,3112,7,At Risk Riders,1.9
R02979,12,18,303.79,0.4444444444444444,3,2,2,4,3224,11,Active Riders,2.6
R02980,42,21,340.43,0.38095238095238093,1,3,3,3,1333,10,Active Riders,2.2
R02981,3,19,250.63,0.21052631578947367,4,2,1,1,4211,8,At Risk Riders,2.5
R02982,10,24,399.56,0.2916666666666667,3,4,4,2,3442,13,Active Riders,3.4
R02983,13,19,350.90999999999997,0.42105263157894735,3,2,3,4,3234,12,Active Riders,2.8
R02984,10,16,277.27,0.4375,3,1,2,4,3124,10,Active Riders,2.3
R02985,17,19,261.43,0.3684210526315789,2,2,2,3,2223,9,At Risk Riders,2.1
R02986,3,19,274.78,0.21052631578947367,4,2,2,1,4221,9,At Risk Riders,2.7
R02987,9,26,391.88,0.2692307692307692,3,4,4,2,3442,13,Active Riders,3.4
R02988,30,23,338.42,0.34782608695652173,1,3,3,3,1333,10,Active Riders,2.2
R02989,14,18,272.44,0.2777777777777778,2,2,2,2,2222,8,At Risk Riders,2.0
R02990,3,24,364.26,0.3333333333333333,4,4,4,2,4442,14,Champions,3.8
R02991,9,20,320.8,0.35,3,2,3,3,3233,11,Active Riders,2.7
R02992,13,15,243.97,0.5333333333333333,3,1,1,4,3114,9,At Risk Riders,2.1
R02993,11,24,350.06,0.2916666666666667,3,4,3,2,3432,12,Active Riders,3.2
R02994,6,27,446.86,0.2962962962962963,4,4,4,2,4442,14,Champions,3.8
R02995,4,22,331.96999999999997,0.22727272727272727,4,3,3,1,4331,11,Active Riders,3.2
R02996,7,28,404.28,0.39285714285714285,3,4,4,3,3443,14,Champions,3.5
R02997,17,26,369.75,0.2692307692307692,2,4,4,2,2442,12,Active Riders,3.0
R02998,20,26,367.06,0.3076923076923077,2,4,4,2,2442,12,Active Riders,3.0
R02999,2,21,310.96999999999997,0.2857142857142857,4,3,3,2,4332,12,Active Riders,3.3
R03000,28,21,323.75,0.23809523809523808,1,3,3,1,1331,8,At Risk Riders,2.0
R03001,21,21,316.81,0.2857142857142857,2,3,3,2,2332,10,Active Riders,2.5
R03002,11,17,229.56,0.23529411764705882,3,1,1,1,3111,6,At Risk Riders,1.8
R03003,9,17,282.36,0.5882352941176471,3,1,2,4,3124,10,Active Riders,2.3
R03004,42,18,353.8,0.4444444444444444,1,2,3,4,1234,10,Active Riders,2.0
R03005,38,17,223.02,0.4117647058823529,1,1,1,4,1114,7,At Risk Riders,1.3
R03006,6,18,271.53000000000003,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R03007,7,22,318.9,0.2727272727272727,3,3,3,2,3332,11,Active Riders,2.9
R03008,29,21,298.64,0.2857142857142857,1,3,2,2,1322,8,At Risk Riders,1.9
R03009,4,19,318.69,0.42105263157894735,4,2,3,4,4234,13,Active Riders,3.2
R03010,25,19,262.71999999999997,0.2631578947368421,2,2,2,1,2221,7,At Risk Riders,1.9
R03011,11,21,318.97,0.38095238095238093,3,3,3,3,3333,12,Active Riders,3.0
R03012,59,15,211.93,0.3333333333333333,1,1,1,2,1112,5,Dormant Riders,1.1
R03013,21,20,308.88,0.35,2,2,3,3,2233,10,Active Riders,2.3
R03014,36,22,322.82,0.4090909090909091,1,3,3,3,1333,10,Active Riders,2.2
R03015,14,15,235.71,0.4666666666666667,2,1,1,4,2114,8,At Risk Riders,1.7
R03016,2,23,336.65,0.2608695652173913,4,3,3,1,4331,11,Active Riders,3.2
R03017,4,25,392.65999999999997,0.32,4,4,4,2,4442,14,Champions,3.8
R03018,29,21,383.01,0.5714285714285714,1,3,4,4,1344,12,Active Riders,2.5
R03019,6,20,343.38,0.65,4,2,3,4,4234,13,Active Riders,3.2
R03020,9,19,305.55,0.21052631578947367,3,2,3,1,3231,9,At Risk Riders,2.5
R03021,24,16,236.10999999999999,0.25,2,1,1,1,2111,5,Dormant Riders,1.4
R03022,26,28,410.04,0.32142857142857145,2,4,4,2,2442,12,Active Riders,3.0
R03023,89,11,199.07,0.2727272727272727,1,1,1,2,1112,5,Dormant Riders,1.1
R03024,14,16,234.22,0.3125,2,1,1,2,2112,6,At Risk Riders,1.5
R03025,41,16,214.72,0.375,1,1,1,3,1113,6,At Risk Riders,1.2
R03026,84,12,195.43,0.3333333333333333,1,1,1,2,1112,5,Dormant Riders,1.1
R03027,17,18,299.75,0.5555555555555556,2,2,2,4,2224,10,Active Riders,2.2
R03028,1,36,571.54,0.3888888888888889,4,4,4,3,4443,15,Champions,3.9
R03029,28,19,304.71,0.3157894736842105,1,2,2,2,1222,7,At Risk Riders,1.6
R03030,80,21,373.22,0.42857142857142855,1,3,4,4,1344,12,Active Riders,2.5
R03031,2,23,339.0,0.43478260869565216,4,3,3,4,4334,14,Champions,3.5
R03032,32,18,285.56,0.2777777777777778,1,2,2,2,1222,7,At Risk Riders,1.6
R03033,18,18,280.42,0.2777777777777778,2,2,2,2,2222,8,At Risk Riders,2.0
R03034,33,15,219.92,0.2,1,1,1,1,1111,4,Dormant Riders,1.0
R03035,22,17,270.26,0.35294117647058826,2,1,2,3,2123,8,At Risk Riders,1.8
R03036,1,25,401.40999999999997,0.4,4,4,4,3,4443,15,Champions,3.9
R03037,8,19,299.93,0.3157894736842105,3,2,2,2,3222,9,At Risk Riders,2.4
R03038,16,19,283.69,0.2631578947368421,2,2,2,1,2221,7,At Risk Riders,1.9
R03039,39,23,376.54,0.34782608695652173,1,3,4,3,1343,11,Active Riders,2.4
R03040,8,19,243.83,0.3684210526315789,3,2,1,3,3213,9,At Risk Riders,2.3
R03041,8,12,191.34,0.3333333333333333,3,1,1,2,3112,7,At Risk Riders,1.9
R03042,3,21,302.6,0.3333333333333333,4,3,2,2,4322,11,Active Riders,3.1
R03043,3,25,424.61,0.44,4,4,4,4,4444,16,Champions,4.0
R03044,7,13,176.93,0.3076923076923077,3,1,1,2,3112,7,At Risk Riders,1.9
R03045,43,20,300.08,0.3,1,2,2,2,1222,7,At Risk Riders,1.6
R03046,30,15,231.84,0.26666666666666666,1,1,1,2,1112,5,Dormant Riders,1.1
R03047,31,12,179.8,0.25,1,1,1,1,1111,4,Dormant Riders,1.0
R03048,40,15,252.72,0.3333333333333333,1,1,1,2,1112,5,Dormant Riders,1.1
R03049,6,24,341.35,0.4166666666666667,4,4,3,4,4434,15,Champions,3.8
R03050,26,15,185.93,0.3333333333333333,2,1,1,2,2112,6,At Risk Riders,1.5
R03051,8,23,345.71999999999997,0.34782608695652173,3,3,3,3,3333,12,Active Riders,3.0
R03052,6,20,329.33,0.35,4,2,3,3,4233,12,Active Riders,3.1
R03053,49,20,292.35,0.3,1,2,2,2,1222,7,At Risk Riders,1.6
R03054,14,19,284.64,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R03055,11,34,587.14,0.38235294117647056,3,4,4,3,3443,14,Champions,3.5
R03056,7,17,292.98,0.35294117647058826,3,1,2,3,3123,9,At Risk Riders,2.2
R03057,11,23,449.19,0.4782608695652174,3,3,4,4,3344,14,Champions,3.3
R03058,33,19,282.78,0.2631578947368421,1,2,2,1,1221,6,At Risk Riders,1.5
R03059,6,19,292.37,0.10526315789473684,4,2,2,1,4221,9,At Risk Riders,2.7
R03060,6,24,337.63,0.2916666666666667,4,4,3,2,4432,13,Active Riders,3.6
R03061,22,21,368.81,0.38095238095238093,2,3,4,3,2343,12,Active Riders,2.8
R03062,11,25,353.5,0.2,3,4,3,1,3431,11,Active Riders,3.1
R03063,24,19,326.7,0.5263157894736842,2,2,3,4,2234,11,Active Riders,2.4
R03064,8,21,346.66,0.23809523809523808,3,3,3,1,3331,10,Active Riders,2.8
R03065,3,14,228.18,0.42857142857142855,4,1,1,4,4114,10,Active Riders,2.5
R03066,7,19,256.32,0.3157894736842105,3,2,2,2,3222,9,At Risk Riders,2.4
R03067,13,24,349.34,0.25,3,4,3,1,3431,11,Active Riders,3.1
R03068,50,16,246.13,0.25,1,1,1,1,1111,4,Dormant Riders,1.0
R03069,26,21,305.91,0.19047619047619047,2,3,3,1,2331,9,At Risk Riders,2.4
R03070,1,19,337.43,0.42105263157894735,4,2,3,4,4234,13,Active Riders,3.2
R03071,6,25,387.49,0.36,4,4,4,3,4443,15,Champions,3.9
R03072,41,23,390.0,0.34782608695652173,1,3,4,3,1343,11,Active Riders,2.4
R03073,6,18,299.82,0.3888888888888889,4,2,2,3,4223,11,Active Riders,2.9
R03074,2,16,221.53,0.3125,4,1,1,2,4112,8,At Risk Riders,2.3
R03075,22,20,281.89,0.45,2,2,2,4,2224,10,Active Riders,2.2
R03076,36,18,318.67,0.3333333333333333,1,2,3,2,1232,8,At Risk Riders,1.8
R03077,8,22,346.29,0.3181818181818182,3,3,3,2,3332,11,Active Riders,2.9
R03078,9,18,241.91,0.3333333333333333,3,2,1,2,3212,8,At Risk Riders,2.2
R03079,16,26,385.56,0.3076923076923077,2,4,4,2,2442,12,Active Riders,3.0
R03080,51,14,166.82,0.07142857142857142,1,1,1,1,1111,4,Dormant Riders,1.0
R03081,18,21,348.41,0.38095238095238093,2,3,3,3,2333,11,Active Riders,2.6
R03082,10,19,322.89,0.5789473684210527,3,2,3,4,3234,12,Active Riders,2.8
R03083,2,24,417.89,0.375,4,4,4,3,4443,15,Champions,3.9
R03084,5,19,297.87,0.10526315789473684,4,2,2,1,4221,9,At Risk Riders,2.7
R03085,22,18,239.26,0.2222222222222222,2,2,1,1,2211,6,At Risk Riders,1.7
R03086,17,27,429.92,0.4074074074074074,2,4,4,3,2443,13,Active Riders,3.1
R03087,10,18,268.75,0.3333333333333333,3,2,2,2,3222,9,At Risk Riders,2.4
R03088,34,20,266.54,0.3,1,2,2,2,1222,7,At Risk Riders,1.6
R03089,5,21,287.94,0.2857142857142857,4,3,2,2,4322,11,Active Riders,3.1
R03090,3,15,218.4,0.26666666666666666,4,1,1,2,4112,8,At Risk Riders,2.3
R03091,7,21,306.01,0.23809523809523808,3,3,3,1,3331,10,Active Riders,2.8
R03092,27,22,355.98,0.4090909090909091,1,3,3,3,1333,10,Active Riders,2.2
R03093,31,26,411.03000000000003,0.2692307692307692,1,4,4,2,1442,11,Active Riders,2.6
R03094,17,20,291.93,0.2,2,2,2,1,2221,7,At Risk Riders,1.9
R03095,63,18,294.96,0.4444444444444444,1,2,2,4,1224,9,At Risk Riders,1.8
R03096,2,29,422.14,0.2413793103448276,4,4,4,1,4441,13,Active Riders,3.7
R03097,12,17,272.98,0.47058823529411764,3,1,2,4,3124,10,Active Riders,2.3
R03098,4,22,357.7,0.45454545454545453,4,3,4,4,4344,15,Champions,3.7
R03099,25,18,305.34,0.5555555555555556,2,2,3,4,2234,11,Active Riders,2.4
R03100,4,24,360.62,0.3333333333333333,4,4,4,2,4442,14,Champions,3.8
R03101,3,21,379.37,0.47619047619047616,4,3,4,4,4344,15,Champions,3.7
R03102,2,15,194.22,0.2,4,1,1,1,4111,7,At Risk Riders,2.2
R03103,15,25,396.36,0.44,2,4,4,4,2444,14,Champions,3.2
R03104,15,14,219.51,0.6428571428571429,2,1,1,4,2114,8,At Risk Riders,1.7
R03105,7,25,396.28,0.24,3,4,4,1,3441,12,Active Riders,3.3
R03106,6,16,272.78,0.25,4,1,2,1,4121,8,At Risk Riders,2.4
R03107,52,24,348.73,0.25,1,4,3,1,1431,9,At Risk Riders,2.3
R03108,32,19,275.93,0.47368421052631576,1,2,2,4,1224,9,At Risk Riders,1.8
R03109,8,21,329.55,0.3333333333333333,3,3,3,2,3332,11,Active Riders,2.9
R03110,4,24,418.44,0.4583333333333333,4,4,4,4,4444,16,Champions,4.0
R03111,9,13,192.75,0.38461538461538464,3,1,1,3,3113,8,At Risk Riders,2.0
R03112,72,23,326.93,0.17391304347826086,1,3,3,1,1331,8,At Risk Riders,2.0
R03113,3,14,206.58,0.21428571428571427,4,1,1,1,4111,7,At Risk Riders,2.2
R03114,13,22,355.58,0.22727272727272727,3,3,3,1,3331,10,Active Riders,2.8
R03115,16,15,218.11,0.3333333333333333,2,1,1,2,2112,6,At Risk Riders,1.5
R03116,5,18,231.16,0.16666666666666666,4,2,1,1,4211,8,At Risk Riders,2.5
R03117,27,31,472.68,0.2903225806451613,1,4,4,2,1442,11,Active Riders,2.6
R03118,2,22,297.21,0.3181818181818182,4,3,2,2,4322,11,Active Riders,3.1
R03119,24,19,287.62,0.631578947368421,2,2,2,4,2224,10,Active Riders,2.2
R03120,13,11,177.62,0.09090909090909091,3,1,1,1,3111,6,At Risk Riders,1.8
R03121,38,14,197.39,0.35714285714285715,1,1,1,3,1113,6,At Risk Riders,1.2
R03122,5,20,350.61,0.55,4,2,3,4,4234,13,Active Riders,3.2
R03123,3,24,393.45,0.375,4,4,4,3,4443,15,Champions,3.9
R03124,49,20,350.0,0.4,1,2,3,3,1233,9,At Risk Riders,1.9
R03125,10,26,434.67,0.2692307692307692,3,4,4,2,3442,13,Active Riders,3.4
R03126,12,18,250.62,0.5,3,2,1,4,3214,10,Active Riders,2.4
R03127,63,19,295.63,0.2631578947368421,1,2,2,1,1221,6,At Risk Riders,1.5
R03128,10,16,219.39,0.25,3,1,1,1,3111,6,At Risk Riders,1.8
R03129,19,14,201.88,0.35714285714285715,2,1,1,3,2113,7,At Risk Riders,1.6
R03130,24,24,320.45,0.375,2,4,3,3,2433,12,Active Riders,2.9
R03131,55,17,231.36,0.35294117647058826,1,1,1,3,1113,6,At Risk Riders,1.2
R03132,8,15,242.19,0.4666666666666667,3,1,1,4,3114,9,At Risk Riders,2.1
R03133,6,18,289.59,0.3333333333333333,4,2,2,2,4222,10,Active Riders,2.8
R03134,5,15,233.21,0.3333333333333333,4,1,1,2,4112,8,At Risk Riders,2.3
R03135,61,18,291.69,0.16666666666666666,1,2,2,1,1221,6,At Risk Riders,1.5
R03136,12,24,344.45,0.16666666666666666,3,4,3,1,3431,11,Active Riders,3.1
R03137,42,21,310.69,0.2857142857142857,1,3,3,2,1332,9,At Risk Riders,2.1
R03138,3,23,397.44,0.43478260869565216,4,3,4,4,4344,15,Champions,3.7
R03139,51,17,257.29,0.4117647058823529,1,1,2,4,1124,8,At Risk Riders,1.5
R03140,5,28,440.82,0.35714285714285715,4,4,4,3,4443,15,Champions,3.9
R03141,30,16,219.02,0.125,1,1,1,1,1111,4,Dormant Riders,1.0
R03142,23,20,277.1,0.35,2,2,2,3,2223,9,At Risk Riders,2.1
R03143,14,14,216.9,0.6428571428571429,2,1,1,4,2114,8,At Risk Riders,1.7
R03144,3,14,189.35999999999999,0.2857142857142857,4,1,1,2,4112,8,At Risk Riders,2.3
R03145,10,25,425.31,0.48,3,4,4,4,3444,15,Champions,3.6
R03146,92,18,311.04,0.4444444444444444,1,2,3,4,1234,10,Active Riders,2.0
R03147,4,23,368.68,0.34782608695652173,4,3,4,3,4343,14,Champions,3.6
R03148,35,24,345.12,0.3333333333333333,1,4,3,2,1432,10,Active Riders,2.4
R03149,11,12,170.28,0.16666666666666666,3,1,1,1,3111,6,At Risk Riders,1.8
R03150,3,26,426.0,0.38461538461538464,4,4,4,3,4443,15,Champions,3.9
R03151,12,19,268.16,0.3157894736842105,3,2,2,2,3222,9,At Risk Riders,2.4
R03152,9,16,243.79,0.3125,3,1,1,2,3112,7,At Risk Riders,1.9
R03153,11,15,212.88,0.4,3,1,1,3,3113,8,At Risk Riders,2.0
R03154,20,18,236.47,0.2777777777777778,2,2,1,2,2212,7,At Risk Riders,1.8
R03155,8,27,421.49,0.4444444444444444,3,4,4,4,3444,15,Champions,3.6
R03156,10,15,255.42,0.3333333333333333,3,1,2,2,3122,8,At Risk Riders,2.1
R03157,26,15,225.07,0.13333333333333333,2,1,1,1,2111,5,Dormant Riders,1.4
R03158,15,20,332.52,0.35,2,2,3,3,2233,10,Active Riders,2.3
R03159,44,19,248.65,0.42105263157894735,1,2,1,4,1214,8,At Risk Riders,1.6
R03160,5,25,409.23,0.4,4,4,4,3,4443,15,Champions,3.9
R03161,12,14,247.35,0.5,3,1,1,4,3114,9,At Risk Riders,2.1
R03162,18,17,220.42000000000002,0.17647058823529413,2,1,1,1,2111,5,Dormant Riders,1.4
R03163,3,25,362.90999999999997,0.24,4,4,4,1,4441,13,Active Riders,3.7
R03164,17,21,314.88,0.19047619047619047,2,3,3,1,2331,9,At Risk Riders,2.4
R03165,21,13,221.54,0.6153846153846154,2,1,1,4,2114,8,At Risk Riders,1.7
R03166,22,18,282.90999999999997,0.1111111111111111,2,2,2,1,2221,7,At Risk Riders,1.9
R03167,14,24,397.06,0.25,2,4,4,1,2441,11,Active Riders,2.9
R03168,9,23,347.61,0.391304347826087,3,3,3,3,3333,12,Active Riders,3.0
R03169,7,21,335.13,0.42857142857142855,3,3,3,4,3334,13,Active Riders,3.1
R03170,43,20,299.12,0.2,1,2,2,1,1221,6,At Risk Riders,1.5
R03171,12,21,331.32,0.14285714285714285,3,3,3,1,3331,10,Active Riders,2.8
R03172,4,15,262.78,0.4666666666666667,4,1,2,4,4124,11,Active Riders,2.7
R03173,23,21,327.55,0.3333333333333333,2,3,3,2,2332,10,Active Riders,2.5
R03174,6,18,273.91,0.3333333333333333,4,2,2,2,4222,10,Active Riders,2.8
R03175,1,24,360.90999999999997,0.25,4,4,4,1,4441,13,Active Riders,3.7
R03176,28,14,229.43,0.35714285714285715,1,1,1,3,1113,6,At Risk Riders,1.2
R03177,17,23,389.88,0.391304347826087,2,3,4,3,2343,12,Active Riders,2.8
R03178,14,19,290.59,0.47368421052631576,2,2,2,4,2224,10,Active Riders,2.2
R03179,6,24,360.03,0.2916666666666667,4,4,4,2,4442,14,Champions,3.8
R03180,15,20,349.1,0.4,2,2,3,3,2233,10,Active Riders,2.3
R03181,7,24,373.89,0.2916666666666667,3,4,4,2,3442,13,Active Riders,3.4
R03182,36,20,341.26,0.45,1,2,3,4,1234,10,Active Riders,2.0
R03183,13,21,294.34,0.38095238095238093,3,3,2,3,3323,11,Active Riders,2.8
R03184,2,20,310.64,0.3,4,2,3,2,4232,11,Active Riders,3.0
R03185,20,20,273.72,0.25,2,2,2,1,2221,7,At Risk Riders,1.9
R03186,3,28,413.63,0.35714285714285715,4,4,4,3,4443,15,Champions,3.9
R03187,10,14,203.73000000000002,0.35714285714285715,3,1,1,3,3113,8,At Risk Riders,2.0
R03188,16,10,167.7,0.4,2,1,1,3,2113,7,At Risk Riders,1.6
R03189,4,21,338.44,0.42857142857142855,4,3,3,4,4334,14,Champions,3.5
R03190,11,24,338.45,0.20833333333333334,3,4,3,1,3431,11,Active Riders,3.1
R03191,39,19,352.71,0.5263157894736842,1,2,3,4,1234,10,Active Riders,2.0
R03192,10,18,277.86,0.5,3,2,2,4,3224,11,Active Riders,2.6
R03193,9,17,264.28000000000003,0.47058823529411764,3,1,2,4,3124,10,Active Riders,2.3
R03194,73,16,241.34,0.1875,1,1,1,1,1111,4,Dormant Riders,1.0
R03195,80,15,209.34,0.3333333333333333,1,1,1,2,1112,5,Dormant Riders,1.1
R03196,37,20,319.07,0.45,1,2,3,4,1234,10,Active Riders,2.0
R03197,10,21,359.57,0.42857142857142855,3,3,4,4,3344,14,Champions,3.3
R03198,54,17,263.56,0.23529411764705882,1,1,2,1,1121,5,Dormant Riders,1.2
R03199,12,18,291.01,0.2777777777777778,3,2,2,2,3222,9,At Risk Riders,2.4
R03200,1,23,372.49,0.34782608695652173,4,3,4,3,4343,14,Champions,3.6
R03201,2,15,270.89,0.4,4,1,2,3,4123,10,Active Riders,2.6
R03202,7,26,373.3,0.38461538461538464,3,4,4,3,3443,14,Champions,3.5
R03203,19,23,329.18,0.17391304347826086,2,3,3,1,2331,9,At Risk Riders,2.4
R03204,26,19,310.38,0.42105263157894735,2,2,3,4,2234,11,Active Riders,2.4
R03205,45,20,303.2,0.1,1,2,2,1,1221,6,At Risk Riders,1.5
R03206,42,21,394.59000000000003,0.42857142857142855,1,3,4,4,1344,12,Active Riders,2.5
R03207,25,19,253.97,0.2631578947368421,2,2,1,1,2211,6,At Risk Riders,1.7
R03208,24,19,311.76,0.3157894736842105,2,2,3,2,2232,9,At Risk Riders,2.2
R03209,12,22,270.84,0.13636363636363635,3,3,2,1,3321,9,At Risk Riders,2.6
R03210,14,28,534.27,0.42857142857142855,2,4,4,4,2444,14,Champions,3.2
R03211,20,20,303.09,0.55,2,2,2,4,2224,10,Active Riders,2.2
R03212,3,17,252.93,0.29411764705882354,4,1,1,2,4112,8,At Risk Riders,2.3
R03213,8,18,289.29,0.2777777777777778,3,2,2,2,3222,9,At Risk Riders,2.4
R03214,3,27,441.85,0.3333333333333333,4,4,4,2,4442,14,Champions,3.8
R03215,4,26,402.38,0.46153846153846156,4,4,4,4,4444,16,Champions,4.0
R03216,20,22,358.15,0.45454545454545453,2,3,4,4,2344,13,Active Riders,2.9
R03217,30,25,430.61,0.32,1,4,4,2,1442,11,Active Riders,2.6
R03218,28,25,404.43,0.48,1,4,4,4,1444,13,Active Riders,2.8
R03219,19,23,384.49,0.4782608695652174,2,3,4,4,2344,13,Active Riders,2.9
R03220,9,16,222.93,0.25,3,1,1,1,3111,6,At Risk Riders,1.8
R03221,28,20,312.17,0.25,1,2,3,1,1231,7,At Risk Riders,1.7
R03222,3,22,323.38,0.3181818181818182,4,3,3,2,4332,12,Active Riders,3.3
R03223,5,28,395.48,0.2857142857142857,4,4,4,2,4442,14,Champions,3.8
R03224,18,21,295.96999999999997,0.23809523809523808,2,3,2,1,2321,8,At Risk Riders,2.2
R03225,3,20,282.93,0.25,4,2,2,1,4221,9,At Risk Riders,2.7
R03226,26,31,532.39,0.3870967741935484,2,4,4,3,2443,13,Active Riders,3.1
R03227,1,24,343.41,0.20833333333333334,4,4,3,1,4431,12,Active Riders,3.5
R03228,12,15,204.31,0.26666666666666666,3,1,1,2,3112,7,At Risk Riders,1.9
R03229,1,24,369.05,0.25,4,4,4,1,4441,13,Active Riders,3.7
R03230,3,16,259.02,0.25,4,1,2,1,4121,8,At Risk Riders,2.4
R03231,11,22,361.18,0.22727272727272727,3,3,4,1,3341,11,Active Riders,3.0
R03232,7,6,85.96000000000001,0.3333333333333333,3,1,1,2,3112,7,At Risk Riders,1.9
R03233,19,23,330.78,0.30434782608695654,2,3,3,2,2332,10,Active Riders,2.5
R03234,64,13,232.5,0.46153846153846156,1,1,1,4,1114,7,At Risk Riders,1.3
R03235,43,26,467.23,0.3076923076923077,1,4,4,2,1442,11,Active Riders,2.6
R03236,6,22,375.74,0.45454545454545453,4,3,4,4,4344,15,Champions,3.7
R03237,30,22,393.46999999999997,0.3181818181818182,1,3,4,2,1342,10,Active Riders,2.3
R03238,43,26,420.38,0.3076923076923077,1,4,4,2,1442,11,Active Riders,2.6
R03239,4,22,347.59,0.3181818181818182,4,3,3,2,4332,12,Active Riders,3.3
R03240,5,26,416.07,0.38461538461538464,4,4,4,3,4443,15,Champions,3.9
R03241,15,27,403.52,0.25925925925925924,2,4,4,1,2441,11,Active Riders,2.9
R03242,22,17,267.46,0.35294117647058826,2,1,2,3,2123,8,At Risk Riders,1.8
R03243,30,17,313.72,0.35294117647058826,1,1,3,3,1133,8,At Risk Riders,1.6
R03244,17,19,306.76,0.5263157894736842,2,2,3,4,2234,11,Active Riders,2.4
R03245,49,12,192.02,0.4166666666666667,1,1,1,4,1114,7,At Risk Riders,1.3
R03246,24,19,287.35,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R03247,49,19,304.21,0.42105263157894735,1,2,2,4,1224,9,At Risk Riders,1.8
R03248,25,17,245.86,0.29411764705882354,2,1,1,2,2112,6,At Risk Riders,1.5
R03249,23,28,507.76,0.35714285714285715,2,4,4,3,2443,13,Active Riders,3.1
R03250,15,19,268.94,0.3684210526315789,2,2,2,3,2223,9,At Risk Riders,2.1
R03251,1,21,341.57,0.5714285714285714,4,3,3,4,4334,14,Champions,3.5
R03252,5,19,307.94,0.21052631578947367,4,2,3,1,4231,10,Active Riders,2.9
R03253,60,13,193.39,0.3076923076923077,1,1,1,2,1112,5,Dormant Riders,1.1
R03254,4,16,236.18,0.125,4,1,1,1,4111,7,At Risk Riders,2.2
R03255,33,22,362.93,0.3181818181818182,1,3,4,2,1342,10,Active Riders,2.3
R03256,22,20,286.94,0.3,2,2,2,2,2222,8,At Risk Riders,2.0
R03257,1,17,255.1,0.17647058823529413,4,1,1,1,4111,7,At Risk Riders,2.2
